#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
  240 201.7015573 -47.5081336 20.468 19.700 18.946 19.000 18.271 18.088 17.879 17.696
  241 201.7058483 -47.5080857 20.523 19.690 18.928 18.968 18.235 18.064 17.855 17.672
  242 201.7189254 -47.5080559 21.426 20.536 19.698 19.781 18.981 18.820 18.611 18.397
  243 201.7105844 -47.5080588 20.170 19.373 18.623 18.628 17.905 17.719 17.540 17.342
  244 201.7051679 -47.5080750 21.504 20.669 19.731 19.783 18.981 18.787 18.557 18.367
  245 201.7009645 -47.5080775 22.950 21.689 20.789 20.802 19.888 19.734 19.524 19.243
  246 201.6949166 -47.5080816 24.706 23.368 21.803 21.542 20.484 20.280 20.015 19.705
  247 201.6942761 -47.5080823 20.995 20.149 19.394 19.457 18.735 18.541 18.344 18.137
  248 201.7036229 -47.5080678 23.663 22.302 21.197 21.080 20.142 19.899 19.693 19.451
  249 201.7005722 -47.5080636 22.010 21.043 20.077 20.076 19.207 19.028 18.810 18.581
  250 201.7001168 -47.5080502 22.071 21.069 20.028 20.060 19.194 18.976 18.771 18.556
  251 201.6959235 -47.5080559 21.187 20.354 19.548 19.598 18.868 18.646 18.458 18.271
  252 201.6956993 -47.5080560 23.170 21.971 20.882 20.859 19.898 19.702 19.486 19.257
  253 201.6947369 -47.5080415 23.878 22.500 21.211 21.087 20.103 19.895 19.628 19.380
  254 201.7149883 -47.5079709 22.555 21.587 20.504 20.547 19.678 19.450 19.228 19.006
  255 201.7194776 -47.5079349 20.838 19.954 18.998 19.015 18.240 18.029 17.842 17.656
  256 201.7140969 -47.5079369 23.854 22.557 21.105 20.731 19.735 19.525 19.303 19.094
  257 201.7059459 -47.5079576 23.709 22.406 21.273 21.165 20.145 19.971 19.777 19.521
  258 201.6930796 -47.5079733 24.992 23.419 21.971 21.542 20.483 20.218 19.965 19.728
  259 201.7144195 -47.5078854 24.106 22.786 21.362 21.138 20.126 19.893 19.672 19.393
  260 201.7137420 -47.5078883 23.786 22.435 21.125 21.035 20.062 19.844 19.595 19.346
  261 201.7128030 -47.5078822 20.583 19.792 19.036 19.105 18.382 18.211 18.010 17.827
  262 201.7116663 -47.5078764 21.875 20.937 20.119 20.164 19.356 19.178 18.969 18.753
  263 201.6928785 -47.5079048 23.879 22.485 21.153 21.121 20.061 19.895 19.641 19.343
  264 201.7042689 -47.5078622 22.423 21.301 20.403 20.345 19.497 19.312 19.093 18.881
  265 201.7190143 -47.5078042 21.007 20.166 19.450 19.467 18.770 18.563 18.368 18.198
  266 201.7108136 -47.5078096 22.857 21.853 20.683 20.682 19.780 19.562 19.333 19.099
  267 201.7123401 -47.5077858 21.109 20.238 19.533 19.554 18.818 18.639 18.447 18.268
  268 201.7122023 -47.5077775 20.426 19.634 18.898 18.938 18.225 18.046 17.854 17.673
  269 201.7029289 -47.5077817 20.572 19.777 19.046 19.090 18.362 18.186 17.990 17.775
  270 201.7191251 -47.5077425 21.649 20.764 19.871 19.932 19.132 18.935 18.724 18.528
  271 201.7185441 -47.5077462 20.865 19.994 19.202 19.201 18.438 18.263 18.056 17.835
  272 201.7160117 -47.5077494 22.006 20.856 19.729 19.530 18.644 18.433 18.207 18.026
  273 201.7042352 -47.5077429 20.921 20.100 19.322 19.408 18.666 18.486 18.282 18.077
  274 201.7128551 -47.5077183 24.079 22.795 21.451 21.283 20.241 20.018 19.770 19.513
  275 201.7054115 -47.5077163 22.389 21.348 20.304 20.404 19.497 19.326 19.086 18.857
  276 201.7039052 -47.5077172 21.244 20.373 19.558 19.643 18.871 18.691 18.486 18.282
  277 201.6929889 -47.5077465 20.734 19.878 19.083 19.116 18.399 18.187 17.986 17.805
  278 201.7189736 -47.5076870 20.670 19.771 18.954 18.928 18.150 17.978 17.772 17.561
  279 201.7126988 -47.5076918 24.011 22.642 21.414 21.188 20.213 20.032 19.762 19.535
  280 201.7091861 -47.5076993 23.319 22.204 21.094 20.976 20.040 19.824 19.583 19.379
  281 201.7052741 -47.5076993 21.197 20.335 19.504 19.598 18.843 18.646 18.432 18.247
  282 201.7031386 -47.5076917 23.099 21.956 20.954 20.902 19.988 19.776 19.546 19.336
  283 201.6996142 -47.5077094 20.816 20.012 19.264 19.336 18.603 18.417 18.212 18.024
  284 201.6937844 -47.5077021 24.269 22.940 21.496 21.331 20.287 20.047 19.781 19.527
  285 201.7000160 -47.5076758 20.936 20.060 19.215 19.251 18.475 18.289 18.083 17.889
  286 201.6965551 -47.5076820 21.892 20.923 20.007 19.966 19.160 18.983 18.773 18.548
  287 201.6931772 -47.5076723 22.158 21.101 20.121 20.071 19.245 19.069 18.872 18.654
  288 201.7184825 -47.5076228 21.877 20.842 19.985 20.002 19.202 19.004 18.803 18.579
  289 201.7091158 -47.5076275 22.734 21.550 20.479 20.354 19.501 19.308 19.115 18.912
  290 201.7177491 -47.5075910 21.174 20.332 19.505 19.494 18.743 18.554 18.347 18.180
  291 201.7155753 -47.5075908 21.346 20.418 19.561 19.542 18.782 18.594 18.398 18.205
  292 201.7085230 -47.5076035 22.075 21.085 20.134 20.123 19.284 19.083 18.841 18.662
  293 201.7136333 -47.5075919 21.937 20.729 19.530 19.302 18.416 18.216 17.993 17.797
  294 201.7071067 -47.5075856 20.712 19.883 19.082 19.125 18.383 18.201 18.016 17.811
  295 201.6980149 -47.5076149 20.813 19.989 19.181 19.212 18.465 18.280 18.075 17.876
  296 201.7122358 -47.5075737 20.655 19.841 19.118 19.158 18.447 18.272 18.070 17.897
  297 201.7079115 -47.5075636 20.295 19.555 18.811 18.839 18.137 17.955 17.763 17.585
  298 201.7066017 -47.5075726 22.944 21.794 20.623 20.635 19.732 19.505 19.278 19.058
  299 201.6938101 -47.5075833 23.341 22.082 21.019 20.964 19.954 19.798 19.593 19.250
  300 201.6917149 -47.5075882 22.203 21.232 20.197 20.208 19.320 19.151 18.933 18.646
  301 201.7010239 -47.5075523 22.727 21.422 20.161 19.933 19.048 18.835 18.604 18.402
  302 201.6910570 -47.5075864 21.507 20.595 19.793 19.794 19.055 18.859 18.655 18.466
  303 201.7124623 -47.5075312 22.347 21.082 19.701 19.584 18.632 18.428 18.204 17.995
  304 201.7067699 -47.5075315 20.729 19.939 19.175 19.236 18.484 18.326 18.131 17.924
  305 201.6929330 -47.5075411 21.483 20.538 19.707 19.692 18.910 18.732 18.537 18.330
  306 201.7185709 -47.5074868 22.969 21.692 20.442 20.411 19.510 19.279 19.050 18.853
  307 201.7085145 -47.5075377 23.626 22.103 20.758 20.438 19.493 19.271 19.060 18.857
  308 201.6934571 -47.5075311 20.595 19.776 18.994 19.061 18.335 18.121 17.949 17.733
  309 201.7060157 -47.5074889 23.930 22.614 21.260 20.993 20.041 19.832 19.586 19.384
  310 201.7119493 -47.5074649 24.538 22.826 21.434 21.222 20.211 19.961 19.695 19.472
  311 201.6963638 -47.5074774 24.982 23.348 21.569 21.325 20.210 19.952 19.719 19.407
  312 201.7163954 -47.5074306 20.743 19.966 19.185 19.275 18.547 18.349 18.144 17.967
  313 201.7092264 -47.5074456 21.502 20.527 19.555 19.513 18.665 18.544 18.327 18.050
  314 201.6985826 -47.5074606 23.244 22.153 20.933 20.892 19.941 19.775 19.509 19.210
  315 201.7076125 -47.5074253 20.460 19.660 18.925 18.960 18.265 18.072 17.866 17.699
  316 201.6977412 -47.5074333 21.153 20.248 19.392 19.378 18.611 18.412 18.211 18.017
  317 201.7015488 -47.5074145 22.069 21.115 20.121 20.204 19.319 19.142 18.929 18.687
  318 201.6997568 -47.5074187 23.604 22.313 21.083 20.984 20.047 19.808 19.574 19.329
  319 201.6989833 -47.5074072 25.023 23.030 21.446 21.220 20.108 19.873 19.647 19.365
  320 201.7005227 -47.5073842 20.579 19.792 19.078 19.158 18.413 18.243 18.057 17.847
  321 201.7014673 -47.5073563 21.348 20.438 19.637 19.721 18.947 18.754 18.545 18.351
  322 201.7193225 -47.5072949 22.613 21.537 20.482 20.496 19.685 19.393 19.181 18.983
  323 201.7174763 -47.5073050 22.625 21.548 20.512 20.532 19.644 19.439 19.198 18.985
  324 201.7135725 -47.5073134 24.285 22.990 21.568 21.222 20.072 19.844 19.587 19.279
  325 201.7019840 -47.5073610 23.050 21.930 20.824 20.742 19.811 19.594 19.386 19.127
  326 201.7073238 -47.5072950 23.243 22.054 20.866 20.826 19.899 19.648 19.433 19.199
  327 201.7063607 -47.5073050 22.090 21.101 20.123 20.131 19.274 19.082 18.856 18.638
  328 201.7033193 -47.5073080 20.835 20.041 19.269 19.342 18.607 18.415 18.219 18.029
  329 201.7002234 -47.5073168 22.567 21.245 20.024 19.821 18.904 18.707 18.501 18.267
  330 201.7159360 -47.5072787 23.827 22.611 21.366 21.200 20.214 19.993 19.752 19.534
  331 201.7147826 -47.5072789 22.472 21.419 20.408 20.419 19.520 19.326 19.100 18.889
  332 201.7113223 -47.5072568 20.327 19.505 18.750 18.749 18.023 17.827 17.640 17.463
  333 201.6962322 -47.5072676 23.070 21.878 20.745 20.737 19.817 19.597 19.376 19.115
  334 201.7175569 -47.5072291 22.922 21.730 20.681 20.614 19.740 19.488 19.255 19.087
  335 201.7010666 -47.5072499 20.975 20.110 19.328 19.407 18.671 18.494 18.294 18.087
  336 201.7003566 -47.5072691 24.452 22.932 21.622 21.407 20.388 20.162 19.936 19.673
  337 201.6987481 -47.5072512 20.791 19.922 19.185 19.197 18.462 18.290 18.100 17.889
  338 201.6948670 -47.5072330 23.047 21.909 20.888 20.834 19.939 19.718 19.472 19.263
  339 201.6919043 -47.5072476 22.362 21.315 20.280 20.180 19.338 19.150 18.936 18.729
  340 201.6915665 -47.5072409 21.173 20.275 19.488 19.525 18.782 18.585 18.379 18.182
  341 201.7092256 -47.5071974 21.242 20.355 19.513 19.594 18.795 18.622 18.414 18.182
  342 201.7041906 -47.5072150 24.289 23.064 21.769 21.585 20.389 20.278 20.022 19.624
  343 201.7004664 -47.5072073 21.599 20.641 19.652 19.697 18.864 18.671 18.456 18.244
  344 201.6997241 -47.5072004 21.481 20.495 19.696 19.647 18.897 18.700 18.516 18.305
  345 201.6904714 -47.5072289 24.294 22.967 21.751 21.480 20.447 20.217 19.990 19.709
  346 201.6930010 -47.5072079 21.894 20.981 20.061 20.126 19.291 19.094 18.877 18.628
  347 201.6897018 -47.5072053 20.698 19.908 19.162 19.241 18.477 18.348 18.159 17.867
  348 201.7090918 -47.5071627 20.749 19.944 19.146 19.198 18.412 18.275 18.049 17.807
  349 201.6914260 -47.5071712 20.918 20.034 19.143 19.171 18.411 18.215 18.014 17.819
  350 201.7173736 -47.5071257 23.360 22.260 20.950 20.955 19.985 19.768 19.537 19.300
  351 201.7116864 -47.5071393 21.895 20.904 19.990 20.042 19.361 18.988 18.764 18.732
  352 201.6922982 -47.5071545 24.753 23.306 21.981 21.609 20.500 20.300 20.051 19.770
  353 201.6902695 -47.5071535 22.590 21.546 20.451 20.496 19.587 19.405 19.156 18.919
  354 201.7145162 -47.5070982 16.675 16.625 17.040 18.384 18.554 18.576 18.529 18.731
  355 201.7134865 -47.5071104 21.147 20.297 19.527 19.586 18.826 18.654 18.455 18.256
  356 201.6941054 -47.5071340 20.628 19.832 19.072 19.130 18.415 18.227 18.037 17.831
  357 201.6901085 -47.5071438 23.918 22.267 20.520 20.253 19.209 18.984 18.757 18.497
  358 201.6899680 -47.5071515 21.722 20.808 19.904 20.000 19.196 18.991 18.810 18.590
  359 201.7089012 -47.5071121 22.475 21.444 20.525 20.498 19.633 19.439 19.219 18.969
  360 201.7057203 -47.5070746 20.360 19.568 18.851 18.881 18.174 17.998 17.809 17.620
  361 201.7189956 -47.5070450 22.007 21.016 20.051 20.151 19.372 19.129 18.920 18.818
  362 201.7119294 -47.5070474 24.458 22.949 21.426 21.344 20.275 20.043 19.794 19.547
  363 201.7061213 -47.5070564 22.780 21.673 20.522 20.562 19.678 19.465 19.236 19.011
  364 201.6905534 -47.5070502 23.594 22.304 20.999 20.974 19.983 19.793 19.552 19.266
  365 201.6980200 -47.5070320 22.876 21.785 20.784 20.759 19.789 19.622 19.418 19.152
  366 201.7175983 -47.5069802 20.477 19.660 18.911 18.967 18.253 18.061 17.886 17.691
  367 201.7086285 -47.5069887 22.125 21.099 20.017 20.028 19.141 18.955 18.727 18.523
  368 201.6967271 -47.5069945 21.647 20.679 19.675 19.543 18.773 18.573 18.341 18.143
  369 201.7011103 -47.5069503 21.420 20.414 19.467 19.376 18.564 18.399 18.189 17.988
  370 201.7090378 -47.5069065 24.805 23.443 22.003 21.712 20.608 20.405 20.135 19.872
  371 201.7113098 -47.5068991 24.365 22.653 21.420 21.288 20.316 20.082 19.846 19.622
  372 201.7029439 -47.5068854 24.716 23.082 21.632 21.427 20.340 20.107 19.870 19.574
  373 201.7017415 -47.5069020 22.725 21.652 20.498 20.550 19.583 19.433 19.193 18.905
  374 201.6969204 -47.5068911 20.639 19.778 18.937 18.916 18.159 17.981 17.767 17.513
  375 201.6948704 -47.5068856 21.539 20.639 19.792 19.849 19.083 18.870 18.653 18.455
  376 201.7129541 -47.5068357 20.476 19.665 18.890 18.950 18.213 18.038 17.850 17.649
  377 201.6946675 -47.5068699 21.348 20.390 19.512 19.455 18.687 18.482 18.288 18.088
  378 201.6908575 -47.5068627 22.882 21.683 20.659 20.649 19.742 19.548 19.325 19.064
  379 201.7153548 -47.5068030 21.472 20.620 19.750 19.835 19.061 18.866 18.660 18.469
  380 201.7126263 -47.5068007 23.252 22.089 21.026 20.881 19.954 19.722 19.503 19.273
  381 201.7121345 -47.5068010 21.152 20.296 19.417 19.502 18.664 18.528 18.319 18.059
  382 201.6913308 -47.5068266 23.848 22.541 21.170 20.934 20.034 19.787 19.549 19.391
  383 201.7160363 -47.5067417 20.578 19.759 18.946 18.957 18.224 18.038 17.829 17.660
  384 201.7138783 -47.5067593 23.652 22.330 21.131 21.056 20.065 19.867 19.612 19.365
  385 201.7098107 -47.5067689 20.375 19.602 18.867 18.912 18.192 18.022 17.820 17.630
  386 201.7014929 -47.5067827 20.742 19.888 19.071 19.134 18.344 18.189 17.987 17.754
  387 201.6928885 -47.5067790 22.474 21.398 20.340 20.356 19.473 19.257 19.034 18.794
  388 201.6927366 -47.5067864 21.615 20.679 19.814 19.882 19.101 18.902 18.689 18.481
  389 201.7127571 -47.5067464 20.450 19.659 18.915 18.974 18.250 18.088 17.898 17.694
  390 201.7083558 -47.5067486 21.475 20.555 19.738 19.844 19.046 18.866 18.648 18.442
  391 201.7185822 -47.5067078 22.223 21.241 20.281 20.233 19.424 19.217 18.995 18.826
  392 201.6981787 -47.5067424 21.756 20.846 19.901 19.984 19.158 18.980 18.762 18.542
  393 201.7151012 -47.5066816 21.944 20.929 20.141 20.194 19.394 19.205 19.004 18.778
  394 201.6986327 -47.5067129 22.411 21.369 20.383 20.297 19.462 19.271 19.055 18.841
  395 201.6942894 -47.5067123 24.343 22.892 21.691 21.456 20.439 20.200 19.962 19.716
  396 201.7149151 -47.5066688 22.472 21.324 20.438 20.438 19.593 19.391 19.187 18.964
  397 201.7082632 -47.5066687 23.488 22.113 20.681 20.363 19.416 19.192 18.970 18.778
  398 201.6997146 -47.5066942 22.855 21.777 20.780 20.709 19.822 19.615 19.387 19.176
  399 201.6909153 -47.5067053 23.093 21.916 20.658 20.595 19.578 19.351 19.110 18.865
  400 201.6905388 -47.5067019 23.594 22.322 21.278 21.183 20.211 20.002 19.788 19.477
  401 201.6881673 -47.5066995 20.849 20.045 19.277 19.350 18.631 18.437 18.233 18.034
  402 201.7111385 -47.5066639 21.209 20.325 19.457 19.414 18.630 18.444 18.243 18.076
  403 201.7096377 -47.5066602 24.637 23.023 21.454 21.010 19.959 19.748 19.479 19.343
  404 201.6989822 -47.5066827 22.060 21.037 20.115 20.159 19.320 19.098 18.880 18.683
  405 201.6980911 -47.5066674 22.834 21.498 20.085 19.944 18.963 18.742 18.525 18.292
  406 201.6944228 -47.5066896 21.814 20.894 19.993 20.051 19.254 19.057 18.832 18.624
  407 201.6868167 -47.5066937 22.869 21.770 20.844 20.742 19.890 19.676 19.453 19.242
  408 201.6924395 -47.5066630 22.708 21.598 20.495 20.514 19.626 19.417 19.191 18.951
  409 201.7175872 -47.5066040 21.700 20.747 19.739 19.767 18.947 18.762 18.557 18.338
  410 201.7143032 -47.5066056 21.738 20.782 19.861 19.866 19.019 18.833 18.630 18.408
  411 201.7013796 -47.5066192 20.532 19.742 19.017 19.057 18.365 18.150 17.989 17.803
  412 201.6931959 -47.5066428 22.662 21.561 20.488 20.544 19.642 19.436 19.223 18.961
  413 201.7091810 -47.5065873 23.864 22.505 21.238 21.143 20.136 19.905 19.665 19.426
  414 201.7080829 -47.5065932 21.440 20.480 19.636 19.651 18.860 18.679 18.468 18.265
  415 201.7067244 -47.5066047 24.526 23.013 21.576 21.378 20.244 20.108 19.846 19.552
  416 201.7179583 -47.5065626 21.409 20.462 19.577 19.648 18.877 18.654 18.447 18.300
  417 201.7015058 -47.5065846 20.743 19.884 19.049 19.049 18.289 18.095 17.899 17.698
  418 201.7190126 -47.5065465 21.128 20.249 19.470 19.555 18.801 18.609 18.413 18.214
  419 201.7126209 -47.5065496 22.802 21.698 20.762 20.735 19.845 19.631 19.396 19.192
  420 201.7002936 -47.5065675 21.169 20.293 19.481 19.480 18.727 18.553 18.357 18.146
  421 201.6962494 -47.5065587 21.791 20.898 19.976 20.060 19.238 19.042 18.838 18.604
  422 201.6959367 -47.5065615 21.643 20.715 19.818 19.901 19.090 18.894 18.696 18.465
  423 201.6878815 -47.5065634 20.752 19.878 19.127 19.136 18.412 18.226 18.023 17.817
  424 201.7150553 -47.5064980 20.644 19.833 19.069 19.137 18.408 18.239 18.037 17.846
  425 201.7131439 -47.5065161 20.795 19.964 19.143 19.206 18.445 18.268 18.058 17.864
  426 201.7108220 -47.5065162 21.017 20.124 19.357 19.386 18.651 18.463 18.253 18.083
  427 201.7009071 -47.5065291 20.705 19.849 19.053 19.076 18.338 18.161 17.968 17.758
  428 201.6924150 -47.5065423 22.843 21.607 20.476 20.382 19.516 19.311 19.116 18.905
  429 201.6916723 -47.5065195 23.444 22.351 21.076 20.943 20.014 19.763 19.521 19.286
  430 201.6869880 -47.5065168 24.355 22.846 21.615 21.402 20.381 20.145 19.900 19.629
  431 201.7198223 -47.5064549 21.640 20.673 19.746 19.682 18.902 18.703 18.489 18.318
  432 201.7196716 -47.5064513 21.396 20.356 19.325 19.168 18.296 18.163 17.952 17.674
  433 201.7188732 -47.5064487 21.194 20.313 19.362 19.418 18.616 18.430 18.239 18.020
  434 201.7095957 -47.5064661 20.691 19.831 19.119 19.145 18.414 18.238 18.047 17.851
  435 201.7091633 -47.5064653 23.178 21.908 20.939 20.848 19.939 19.727 19.488 19.275
  436 201.7037630 -47.5064756 21.104 20.240 19.393 19.429 18.665 18.486 18.276 18.081
  437 201.6958263 -47.5064904 20.941 20.111 19.339 19.406 18.655 18.490 18.287 18.058
  438 201.6920355 -47.5064972 23.379 22.179 21.008 20.939 19.986 19.767 19.549 19.269
  439 201.6874160 -47.5064823 23.467 22.132 20.882 20.712 19.763 19.531 19.287 19.045
  440 201.7104442 -47.5064240 21.063 20.229 19.431 19.480 18.743 18.534 18.328 18.166
  441 201.7094984 -47.5064200 21.280 20.399 19.429 19.456 18.633 18.455 18.248 18.028
  442 201.7093031 -47.5064276 21.223 20.273 19.403 19.337 18.555 18.366 18.156 17.971
  443 201.6997807 -47.5064544 21.592 20.670 19.833 19.839 19.039 18.862 18.659 18.443
  444 201.6929603 -47.5064610 24.387 22.747 21.059 20.871 19.786 19.565 19.331 19.072
  445 201.7170412 -47.5064054 17.008 16.955 17.283 18.434 18.526 18.548 18.501 18.620
  446 201.7085713 -47.5064121 21.548 20.633 19.834 19.857 19.087 18.895 18.707 18.494
  447 201.6977822 -47.5064006 24.586 23.147 21.532 21.337 20.251 20.001 19.754 19.468
  448 201.6937007 -47.5064043 23.224 21.993 20.832 20.682 19.779 19.578 19.351 19.138
  449 201.7172607 -47.5063554 20.918 20.113 19.394 19.457 18.729 18.564 18.372 18.167
  450 201.7149923 -47.5063497 20.456 19.645 18.917 18.952 18.236 18.065 17.877 17.675
  451 201.6858853 -47.5063976 21.698 20.801 19.962 19.970 19.184 18.981 18.774 18.578
  452 201.7090068 -47.5063557 24.700 23.180 21.559 21.347 20.206 20.020 19.772 19.457
  453 201.6979948 -47.5063642 22.698 21.669 20.536 20.543 19.652 19.437 19.210 18.972
  454 201.7190756 -47.5063187 23.042 21.857 20.817 20.712 19.814 19.607 19.404 19.174
  455 201.6988144 -47.5063481 21.727 21.664 22.027 23.146 23.197 23.224 23.233 23.430
  456 201.7094990 -47.5063107 21.434 20.562 19.664 19.737 18.915 18.740 18.533 18.322
  457 201.6923180 -47.5063353 22.359 21.358 20.369 20.391 19.508 19.317 19.084 18.860
  458 201.6875524 -47.5063285 23.591 22.258 21.102 20.918 19.871 19.647 19.398 19.128
  459 201.7179668 -47.5062748 21.523 20.643 19.777 19.854 19.064 18.851 18.641 18.465
  460 201.7151900 -47.5062756 20.699 19.913 19.141 19.206 18.476 18.292 18.096 17.907
  461 201.7139111 -47.5062685 21.532 20.641 19.837 19.896 19.126 18.924 18.718 18.539
  462 201.7097357 -47.5062837 20.513 19.715 18.954 19.008 18.289 18.110 17.909 17.730
  463 201.7051664 -47.5062978 21.580 20.690 19.891 19.934 19.076 18.980 18.777 18.507
  464 201.6984619 -47.5062747 21.611 20.594 19.621 19.531 18.725 18.536 18.331 18.112
  465 201.7113501 -47.5062463 20.650 19.837 19.097 19.105 18.385 18.213 18.012 17.820
  466 201.6936813 -47.5062743 22.335 21.249 20.346 20.317 19.473 19.280 19.082 18.845
  467 201.7141554 -47.5062106 20.764 19.973 19.208 19.272 18.526 18.341 18.138 17.953
  468 201.7116511 -47.5062170 24.006 22.511 21.203 21.068 20.123 19.779 19.537 19.384
  469 201.6920050 -47.5062493 22.361 21.333 20.434 20.418 19.575 19.384 19.172 18.944
  470 201.7144323 -47.5061992 20.965 20.164 19.350 19.437 18.696 18.478 18.271 18.119
  471 201.7094809 -47.5062380 21.809 20.840 20.037 20.114 19.303 19.153 18.920 18.708
  472 201.7009749 -47.5062103 23.922 22.507 21.180 21.103 20.101 19.883 19.651 19.364
  473 201.6873955 -47.5062283 22.709 21.623 20.656 20.645 19.787 19.570 19.356 19.125
  474 201.6865486 -47.5062303 24.609 23.179 21.566 21.384 20.358 20.100 19.852 19.576
  475 201.7043277 -47.5061824 23.533 22.417 21.055 20.996 20.002 19.779 19.534 19.295
  476 201.7025757 -47.5061933 22.705 21.622 20.463 20.423 19.486 19.296 19.045 18.816
  477 201.7016143 -47.5061876 22.598 21.518 20.485 20.368 19.508 19.306 19.086 18.889
  478 201.7102517 -47.5061864 23.520 22.268 21.089 20.972 20.018 19.798 19.581 19.308
  479 201.7039784 -47.5061703 21.190 20.302 19.475 19.460 18.699 18.521 18.327 18.118
  480 201.6847641 -47.5062048 23.187 22.048 20.824 20.776 19.818 19.624 19.381 19.114
  481 201.7197501 -47.5061179 20.572 19.733 18.976 18.999 18.281 18.074 17.896 17.708
  482 201.7150654 -47.5061217 21.471 20.549 19.715 19.796 19.005 18.820 18.620 18.405
  483 201.7123117 -47.5061442 20.092 19.434 18.796 18.854 18.234 18.076 17.929 17.750
  484 201.7116309 -47.5061364 22.377 21.279 20.409 20.437 19.588 19.406 19.188 18.961
  485 201.7109756 -47.5061372 22.189 21.151 20.057 20.033 19.128 18.931 18.716 18.496
  486 201.7140842 -47.5061173 23.705 22.340 21.075 21.050 20.006 19.807 19.550 19.295
  487 201.6986967 -47.5061382 23.614 22.287 21.002 20.969 19.994 19.769 19.531 19.275
  488 201.6963789 -47.5061332 23.100 21.969 20.764 20.757 19.777 19.564 19.317 19.056
  489 201.6870373 -47.5061596 24.164 22.745 21.383 21.236 20.210 19.997 19.761 19.450
  490 201.7202444 -47.5060758 20.889 20.072 19.329 19.389 18.681 18.485 18.303 18.121
  491 201.7085673 -47.5061093 21.319 20.442 19.628 19.706 18.971 18.721 18.519 18.394
  492 201.6975546 -47.5061124 23.114 21.972 20.932 20.808 19.889 19.683 19.451 19.234
  493 201.6904455 -47.5061257 23.437 22.172 21.106 20.913 19.913 19.716 19.512 19.186
  494 201.6875682 -47.5061203 20.625 19.787 19.074 19.120 18.398 18.236 18.045 17.846
  495 201.6864333 -47.5061367 22.720 21.625 20.466 20.460 19.565 19.360 19.154 18.901
  496 201.6838621 -47.5061414 23.791 22.464 21.299 21.152 20.159 19.961 19.727 19.391
  497 201.7074153 -47.5060734 20.813 19.938 19.170 19.142 18.384 18.215 18.018 17.807
  498 201.7020047 -47.5060925 24.601 22.954 21.391 21.068 20.055 19.852 19.624 19.391
  499 201.6966575 -47.5060919 22.769 21.631 20.536 20.486 19.581 19.376 19.188 18.910
  500 201.6961723 -47.5061001 20.625 20.430 20.186 20.376 19.530 19.296 19.062 18.826
  501 201.6940864 -47.5061033 21.040 20.236 19.435 19.498 18.753 18.562 18.353 18.150
  502 201.6902138 -47.5061113 22.664 21.614 20.675 20.650 19.785 19.576 19.339 19.126
  503 201.6866362 -47.5061164 23.740 22.605 21.416 21.295 20.314 20.085 19.865 19.611
  504 201.7200581 -47.5060326 23.905 22.727 21.257 21.154 20.143 19.892 19.656 19.400
  505 201.7179510 -47.5060459 21.971 21.015 20.082 20.093 19.263 19.064 18.857 18.640
